BAscore,abv,beer_id,beer_img,beer_name,beer_style,brewery,desc,num_reviews,ranking
3.49,6.70,9582,https://cdn.beeradvocate.com/im/beers/38217.jpg,Oktoberfest,German Märzen / Oktoberfest,Rahr & Sons Brewing Company,None provided.,55,41817
3.68,9.00,9583,https://cdn.beeradvocate.com/im/beers/99601.jpg,Dragonhosen,German Märzen / Oktoberfest,Boulder Beer / Wilderness Pub,"Late at night in the dark cellar or among the rows of towering vessels at Boulder Beer, if you listen carefully you can hear the eerie sound of the Dragonhosen. Brewed with generous amounts of Vienna and Munich malts for a rich, full-bodied malty flavor, Dragonhosen begins as a traditional Oktoberfest lager, then stealthily breathes fire with 9% alcohol by volume. Hallertau and Czech Saaz hops add balance with a mild earthy aroma and flavor with moderate bitterness. And if you find yourself at Boulder Beer, listen closely and beware...if you hear a scratching and scraping coming your way, the bite of the Dragonhosen is sure to follow.",37,33014
3.75,5.80,9584,https://cdn.beeradvocate.com/im/beers/73066.jpg,Oktoberfest Märzen,German Märzen / Oktoberfest,Cigar City Brewing,"This festive lager is our tribute to Duke Wilhelm IV's marriage hundreds of years ago, which inspired the production of the first Oktoberfest. Malty up front with notes of sweet toasted bread and a light floral bitterness. Balanced, traditional and incredibly drinkable.",54,27948
3.75,6.10,9585,https://cdn.beeradvocate.com/im/beers/136990.jpg,Odell Oktoberfest,German Märzen / Oktoberfest,Odell Brewing Company,"There's plenty to celebrate when fall arrives in Colorado. The warm days grow shorter, the cool shadows grow longer, and the aspens put on their golden, grand finale. Brewed with biscuity sweet Munich malt and spicy herbal noble hops, our Oktoberfest is a reminder to stop and enjoy the show.",68,27946
3.5,5.20,9586,https://cdn.beeradvocate.com/im/beers/13824.jpg,Oktoberfest Beer,German Märzen / Oktoberfest,Lancaster Brewing Company,"Oktoberfest uses seven different malts and three varieties of imported and domestic hops, as well as an authentic Bavarian lager yeast. This beer is full-bodied with a nice malt sweetness.",96,41592
3.43,5.40,9587,https://cdn.beeradvocate.com/im/beers/135692.jpg,Octoberfest (Märzen-Style) Lager,German Märzen / Oktoberfest,Abita Brewing Co.,"This full bodied malty lager has a copper color and is hopped and dry hopped with German Hallertau hops giving it a pleasant, spicy hop aroma that's just right for the season. 24 IBU Color 12 SRM.2014 GABF Bronze Medal (German-Style Marzen)",48,43230
3.54,5.25,9588,https://cdn.beeradvocate.com/im/beers/39968.jpg,Octoberfest Lager,German Märzen / Oktoberfest,Central Waters Brewing Co.,"With an enticing, bready maltiness characteristic of Marzen-style lagers, Octoberfest is a radiant amber colored brew that finishes crisp and clean. Enjoy this fall seasonal as summer turns to autumn and the colors of the Northwoods are ablaze.",68,40424
3.6,5.70,9589,https://cdn.beeradvocate.com/im/beers/53247.jpg,Oktoberfest,German Märzen / Oktoberfest,Real Ale Brewing Company,None provided.,64,37883
3.72,5.50,9590,https://cdn.beeradvocate.com/im/beers/25833.jpg,Noble Chaos,German Märzen / Oktoberfest,Short's Brewing Company,"Our new fall seasonal which is a Northern Michigan version of a German style Marzen or Oktoberfest, done the Short's Brew way. This beer is well balanced with Noble hop additions which provide a subtle bouquet and pleasant flavor which melds well with the malt profile consisting of 2 row, chocolate, special roast, caramel and Munich malts.  It's a brand new addition to the Short's Brew family of beer.",81,30199
3.45,4.90,9591,https://cdn.beeradvocate.com/im/beers/38224.jpg,Point Oktoberfest,German Märzen / Oktoberfest,Stevens Point Brewery,None provided.,101,42835
3.56,5.90,9592,https://cdn.beeradvocate.com/im/beers/4742.jpg,Dominion Octoberfest!,German Märzen / Oktoberfest,Fordham & Dominion Brewing Company,Our Autumn Seasonal beer is a traditional Maerzen style lager. We use eight types of imported German malts and four hop varieties to create this amber-colored fest beer.,135,39701
3.77,4.60,9593,https://cdn.beeradvocate.com/im/beers/53182.jpg,Märzen,German Märzen / Oktoberfest,The Duck-Rabbit Craft Brewery,The Duck-Rabbit Märzen is the lightest of our German-style lagers. This is a beer designed for outdoor autumn festivals! Soft malt flavors take center stage here. This one is subtle and beguiling.,107,26554
3.44,5.80,9594,https://cdn.beeradvocate.com/im/beers/13870.jpg,Mad Bishop,German Märzen / Oktoberfest,DuClaw Brewing Company,"Mad Bishop, one of our most popular and enduring seasonal brews, has been haunting the congregation with its distinct copper color, and rich toasted malt flavor and aroma since it was first brewed in 1996. This true 6% ABV German-style Oktoberfest combines complex aromas and flavors of sweet and toasted malt, a smooth mouthfeel created by an 8 week lagering process, and a clean, crisp finish.",69,43081
3.79,5.60,9595,https://cdn.beeradvocate.com/im/beers/1590.jpg,Penn Oktoberfest,German Märzen / Oktoberfest,Pennsylvania Brewing Company,"A rich, deep golden-colored lager fest bier that is exceptionally smooth and mellow. Uses two-row malted barley and a combination of roasted malts. Highly rated by the National Tasting Institute.",159,24617
3.69,7.50,9596,https://cdn.beeradvocate.com/im/beers/240906.jpg,Tuberfest,German Märzen / Oktoberfest,Lagunitas Brewing Company,"The TuberFest is a smooth and malty lager that is counterbalanced with some delicious Pacific NorthWestern Idaho #7 hops, giving it a cedary, herbal zing… Brewed to jumpstart your salubrious slide into late-Summer.",90,32434
3.19,5.60,9597,https://cdn.beeradvocate.com/im/beers/1389.jpg,Oktoberfest,German Märzen / Oktoberfest,Adams Street Brewery,"Oktoberfest beer as we know it has been a part of classic Bavarian lager repertoire for over 150 years, although the celebration itself dates back to 1816. The familiar rich amber lager we now know by this name originated in Vienna and migrated to Bavaria by the 1850s. Like the classics, our version is deeply malty, with just enough hops to provide a sense of balance. But our version lightens up the body a little to avoid being too sweet, making for a crisper drinking experience. We start with the classic Vienna and Munich malts, and use a few other types as well, for greater complexity as well as an easy drinkability. Slightly more hop bitterness as well as some pleasing hop aroma gives the Berghoff Oktoberfest a bit more punch and personality than the original.",66,45740
3.87,6.20,9598,https://cdn.beeradvocate.com/im/beers/12323.jpg,Oktoberfest Märzen Style Lager,German Märzen / Oktoberfest,Thomas Hooker Brewing Company,"Originally brewed to celebrate the beginning of the German brewing season and the 1810 wedding of crown prince Ludwig of Bavaria and his bride-to-be, princess Therese of Saxon-Hildburghausen. This amber beer was brewed in March (""Marzenbier"") and left to age in cool lagering caves during the heat of the summer. Our rich and satisfying Bavarian-style OctoberFest comes from a special blend of imported German malts that creates a full-bodied brew and stresses a malty flavor and lingering aroma. Gently hopped and delicately balanced, its true-to-style, slow fermentation and long, cold maturation produces a luxuriously smooth, award-winning brew.",175,17943
3.94,6.10,9599,https://cdn.beeradvocate.com/im/beers/86183.jpg,Afterburner,German Märzen / Oktoberfest,Metropolitan Brewing,"Smooth, toasty, and festive. Oktoberfest is one of the best beers in the world, for one of the best parties in the world.",26,13480
3.53,5.27,9600,https://cdn.beeradvocate.com/im/beers/13172.jpg,Frankenmuth Oktoberfest,German Märzen / Oktoberfest,Frankenmuth Brewery,None provided.,31,40394
3.48,5.60,9601,https://cdn.beeradvocate.com/im/beers/6756.jpg,Newport Storm Oktoberfest Marzen Lager,German Märzen / Oktoberfest,Newport Craft Brewing & Distilling Co.,"This is our most technical brew to make and one of our only lagers. The colder and longer fermentation requires precision and patience. True to the Maarzen style, copious amounts of German Vienna, Carapils, and Munich Malts lend a sweetness people ask for all year! German Tradition and Czech Saaz hops are added post boil to really authenticate this fantastic crowd favorite!",72,41814
3.66,5.20,9602,https://cdn.beeradvocate.com/im/beers/7167.jpg,Weltenburger Kloster Winter-Traum,German Märzen / Oktoberfest,Klosterbrauerei Weltenburg,None provided.,89,34120
3.74,6.00,9603,https://cdn.beeradvocate.com/im/beers/997.jpg,Oktoberfest,German Märzen / Oktoberfest,Sprecher Brewing Company,Gold Medal Winner in the German-style/Oktoberfest category at the 2004 Great American Beer Festival (GABF).,159,28757
3.87,5.70,9604,https://cdn.beeradvocate.com/im/beers/38285.jpg,Christian Moerlein Fifth & Vine Oktoberfest Marzen,German Märzen / Oktoberfest,Christian Moerlein Brewing Company,None provided.,34,18315
3.62,5.80,9605,https://cdn.beeradvocate.com/im/beers/103822.jpg,Fest Devious,German Märzen / Oktoberfest,Epic Brewing Company,"Epic's Fest Devious is a Marzen. It pours a beautiful ruby red with a thin, fleeting white foamy head. Clean aromas of fall including caramel, roasted nuts and a tiny bit of pine bark accentuate this easy to drink lager. Lagered for 21 days, flavors of caramel, malt and light hops combine with a slight warming from the alcohol to make for a wonderful beer for the cool nights of fall.",44,36455
3.8,5.00,9606,https://cdn.beeradvocate.com/im/beers/45519.jpg,Weissenohe Monk's Fest,German Märzen / Oktoberfest,Klosterbrauerei Weissenohe / Klosterbrauerei Weißenohe Wirtshaus,None provided.,72,23908
3.63,5.50,9607,https://cdn.beeradvocate.com/im/beers/137458.jpg,Oktoberfest Festbier Lager,German Märzen / Oktoberfest,Ninkasi Brewing Company,"Crafted with Oregon-grown hops, this Oktoberfest marries Northwest ingredients with a traditional German style. Celebrating the harvest, this light-bodied beer has a toasty malt bouquet and just a touch of hop bitterness. Prost!",28,35950
3.82,5.40,9608,https://cdn.beeradvocate.com/im/beers/99023.jpg,O-Katz (Oachkatzlschwoaf) Oktoberfest Lager,German Märzen / Oktoberfest,Urban Chestnut Brewing Company - Midtown Brewery & Biergarten,"This “export” style lager, brewed for our annual Oktoberfest celebration, is malty yet well balanced like the bier traditionally served at Oktoberfest in Munich. However, our Festbier has a tale/tail of its own–Oachkatzlschwoaf (pronounced “o-cat-zel-schwof”) translated is “tail of a squirrel”…just a little Bavarian humor.",31,22305
3.51,5.00,9609,https://cdn.beeradvocate.com/im/beers/1512.jpg,Karl Strauss Oktoberfest Beer,German Märzen / Oktoberfest,Karl Strauss Brewing Company,None provided.,49,41083
3.39,4.00,9610,https://cdn.beeradvocate.com/im/beers/55134.jpg,Ruby Lager,American Amber / Red Lager,Olde Hickory Brewery,None provided.,21,43621
3.53,6.30,9611,https://cdn.beeradvocate.com/im/beers/7052.jpg,Rochester Red,American Amber / Red Lager,Rochester Mills Beer Co.,None provided.,15,40399
3.27,4.70,9612,https://cdn.beeradvocate.com/im/beers/11158.jpg,Cypress Honey Lager,American Amber / Red Lager,Granville Island Brewery,"Brewed in small batches, our Cypress Honey Lager is lightly hopped, mild and bright, and given a hint of sweetness with pure Fraser Valley honey. It’s like a refreshing blast of Cypress Mountain air.",31,45153
3.4,4.10,9613,https://cdn.beeradvocate.com/im/beers/81025.jpg,American Amber,American Amber / Red Lager,Straub Brewery,None provided.,26,43533
3.66,5.80,9614,https://cdn.beeradvocate.com/im/beers/261225.jpg,Preseason Lager,American Amber / Red Lager,Goose Island Beer Co.,None provided.,37,34161
3.84,7.00,9615,https://cdn.beeradvocate.com/im/beers/96648.jpg,Short's Lil' Wheezy,American Amber / Red Lager,Short's Brewing Company,None provided.,13,20606
3.52,5.00,9616,https://cdn.beeradvocate.com/im/beers/119690.jpg,Mill Street 100th Meridian,American Amber / Red Lager,Mill Street Brew Pub,"Our 100th Meridian Organic Amber Lager won gold at the 2017 International Brewing Awards in the Specialty Class 3 Organic Beer category. This beer was originally brewed at our Toronto brewpub, and is an organic beer brewed with ingredients from west of the 100th Meridian. Prairie pale, amber and caramel malts are combined artfully with citrusy and floral west coast hops, and then patiently fermented cool and aged cold in classic lager process to make a truly unique beer. Light copper in colour with a white head and aroma of fresh hops, this is a truly satisfying amber lager for all beer lovers. This beer is from a time and a place where quality and integrity aren’t just bywords or catch phrases, they are part of the authentic fabric of the land and its people.",34,40914
3.61,6.10,9617,https://cdn.beeradvocate.com/im/beers/289889.jpg,Budweiser 1933 Repeal Reserve Amber Lager,American Amber / Red Lager,Anheuser-Busch,None provided.,85,37267
3.3,5.30,9618,https://cdn.beeradvocate.com/im/beers/40888.jpg,Trader Jose's Dark Lager,American Amber / Red Lager,Trader Joe's Brewing Company,None provided.,99,45054
3.6,5.60,9619,https://cdn.beeradvocate.com/im/beers/66358.jpg,LTD Series - 05,American Amber / Red Lager,Full Sail Brewing Company,"""New in our LTD series, this copper colored lager is refreshingly smooth, with a hint of dark roast and a clean hoppy finish. Brewed with pale, chocolate, caramel malts and hopped with Czech Saaz hops. ABV 5.6% IBU 28""",101,37786
3.46,4.00,9620,https://cdn.beeradvocate.com/im/beers/77762.jpg,Yard Sale Winter Lager,American Amber / Red Lager,Uinta Brewing Company,"This full-flavored amber lager delivers a complex, toasted malt body and noble hop character.",73,42529
3.67,6.20,9621,https://cdn.beeradvocate.com/im/beers/73629.jpg,Session Fest,American Amber / Red Lager,Full Sail Brewing Company,"According to Full Sail Executive Brewmaster, Jamie Emmerson, “Session Fest is a Czech-style strong lager called polotmavé or literally “light dark or semi-dark.” Brewed with 2 Row Pale malt, Munich malt, Caramel malt and Wheat malt, and hopped with a blend of Glaciers and Cascades.",90,33722
